StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,party_id,lean_party,d_prim_vote,d_free_resp,r_prim_vote,r_free_resp,d_loss,d_win,control,r_loss,r_win,therms_1,therms_2,therms_3,satisfied_democracy,trust_gov,r_gen_vote_loss,r_gen_vote_win_con,d_gen_vote_loss,d_gen_vote_win_con,debrief,comments,DeviceIdentifier,group,abortion_a,abortion_b,r_clim_a,r_clim_b,green_deal_a,marital_status_a,marital_status_b,green_deal_b,mar_legalize_a,mar_legalize_b,r_police_a,r_police_b,d_police_a,d_police_b,jobs_a,jobs_b,d_names_a,d_names_b,r_names_b,r_names_a,d_tax_b,r_tax_a,r_tax_b,d_tax_a,party_id
2021-08-20 11:40:07,2021-08-20 11:45:29,IP Address,172.82.151.184,100,321,True,2021-08-20 11:45:29,R_1CvW6Znhr3ohlvK,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,Democrat,,${e://Field/d_names_b},"Samelys Lopez is Good person so i was choose ",,,,,Okay,,,100,33,72,Very Satisfied,A great deal,,,,Extremely likely,I understand that this survey may not accurately represent candidates' positions or traits.,Good Topic of Survey... Thank you,,control,"""I am personally against abortion, but the decision to restrict abortion should be made by state governments, not at the federal level""","I am personally against abortion, but the decision to restrict abortion should be made by state governments, not at the federal level","Climate change is a problem, but should be solved by working with businesses—not wrecking the economy.","Climate change is a problem, but should be solved by working with businesses—not wrecking the economy.",The Green New Deal will create jobs and protect the environment. We should pass it immediately.,Married,Unmarried,The Green New Deal will create jobs and protect the environment. We should pass it immediately.,Marijuana prohibition has gone on for too long. Recreational marijuana should be made legal immediately.,More research should be done on the effects of marijuana. It is too early to legalize recreational marijuana without more study.,Police perform a vital function in our society. We must ensure they are well funded and given the freedom to do their jobs effectively.,Police are the only thing standing between our communities and chaos. We must keep law enforcement strong.,Police perform a vital function in our society. We should invest more money in police departments to provide additional training and less-lethal equipment to officers.,Too many innocent people have been killed by police. The only way to solve this is by cutting funding for departments and stripping officers of military-grade weapons.,Community Organizer,Small Business Owner,Marlene Tapper,Samelys Lopez,Troy King,Mariannette Miller-Meeks,"The 2018 Trump tax cuts should be repealed, and taxes on the wealthiest Americans increased to 2016 levels.",The Trump tax cuts were a good start but do not go far enough. We should cut taxes for Americans even further.,The 2018 Trump tax cuts are important to our nation's prosperity. They should be protected.,"We must repeal the Trump tax cuts, but that alone isn't enough. Taxes on wealthy individuals should be raised higher than 2016 levels and tax loopholes should be closed.",Democrat
2021-08-20 11:44:14,2021-08-20 11:45:29,IP Address,24.167.5.121,100,75,True,2021-08-20 11:45:30,R_3O0UlfVClUaYa6U,,,,,25.9243927001953125,-97.4626007080078125,anonymous,EN,Republican,,,,${e://Field/r_names_a},well,,,,I understand. My candidate lost their primary.,,77,65,81,Somewhat Satisfied,A great deal,Somewhat likely,,,,I understand that this survey may not accurately represent candidates' positions or traits.,good,,treatment_loss,"""Unborn lives must be protected. Roe v. Wade should be overturned and abortion prohibited at the federal level.""","I am personally against abortion, but the decision to restrict abortion should be made by state governments, not at the federal level",Concerns about climate change are overblown. The earth's temperature has always been changing. We should not damage our economy to fix a problem that doesn't exist.,Concerns about climate change are overblown. The earth's temperature has always been changing. We should not damage our economy to fix a problem that doesn't exist.,The Green New Deal will create jobs and protect the environment. We should pass it immediately.,Married,Unmarried,The Green New Deal goes too far. We should work with business leaders to find more realistic solutions to climate change.,Marijuana prohibition has gone on for too long. Recreational marijuana should be made legal immediately.,More research should be done on the effects of marijuana. It is too early to legalize recreational marijuana without more study.,Police perform a vital function in our society. We must ensure they are well funded and given the freedom to do their jobs effectively.,Police perform a vital function in our society. We must ensure they are well funded and given the freedom to do their jobs effectively.,Too many innocent people have been killed by police. The only way to solve this is by cutting funding for departments and stripping officers of military-grade weapons.,Police perform a vital function in our society. We should invest more money in police departments to provide additional training and less-lethal equipment to officers.,High School Teacher,Doctor,Tomas Ramos,Cindy Banyai,Casey Askar,William Figlesthaler,"We must repeal the Trump tax cuts, but that alone isn't enough. Taxes on wealthy individuals should be raised higher than 2016 levels and tax loopholes should be closed.",The Trump tax cuts were a good start but do not go far enough. We should cut taxes for Americans even further.,The Trump tax cuts were a good start but do not go far enough. We should cut taxes for Americans even further.,"The 2018 Trump tax cuts should be repealed, and taxes on the wealthiest Americans increased to 2016 levels.",Republican
2021-08-20 11:42:02,2021-08-20 11:45:30,IP Address,98.225.9.153,100,207,True,2021-08-20 11:45:30,R_1OPjxrWbpI6uegZ,,,,,47.6660003662109375,-117.4358978271484375,anonymous,EN,Democrat,,${e://Field/d_names_b},Police perform a vital function in our society,,,,,Okay,,,100,84,100,Very Satisfied,A great deal,,,,Extremely likely,I understand that this survey may not accurately represent candidates' positions or traits.,good,,control,"""I am personally against abortion, but the decision to restrict abortion should be made by state governments, not at the federal level""","I am personally against abortion, but the decision to restrict abortion should be made by state governments, not at the federal level",Concerns about climate change are overblown. The earth's temperature has always been changing. We should not damage our economy to fix a problem that doesn't exist.,Concerns about climate change are overblown. The earth's temperature has always been changing. We should not damage our economy to fix a problem that doesn't exist.,The Green New Deal goes too far. We should work with business leaders to find more realistic solutions to climate change.,Married,Married,The Green New Deal goes too far. We should work with business leaders to find more realistic solutions to climate change.,More research should be done on the effects of marijuana. It is too early to legalize recreational marijuana without more study.,Marijuana prohibition has gone on for too long. Recreational marijuana should be made legal immediately.,Police are the only thing standing between our communities and chaos. We must keep law enforcement strong.,Police perform a vital function in our society. We must ensure they are well funded and given the freedom to do their jobs effectively.,Too many innocent people have been killed by police. The only way to solve this is by cutting funding for departments and stripping officers of military-grade weapons.,Police perform a vital function in our society. We should invest more money in police departments to provide additional training and less-lethal equipment to officers.,Small Business Owner,Small Business Owner,Ydanis Rodriguez,Michael Blake,Barry Moore,Mathew Hepker,"The 2018 Trump tax cuts should be repealed, and taxes on the wealthiest Americans increased to 2016 levels.",The Trump tax cuts were a good start but do not go far enough. We should cut taxes for Americans even further.,The 2018 Trump tax cuts are important to our nation's prosperity. They should be protected.,"The 2018 Trump tax cuts should be repealed, and taxes on the wealthiest Americans increased to 2016 levels.",Democrat
2021-08-20 11:39:32,2021-08-20 11:45:40,IP Address,208.221.47.189,100,367,True,2021-08-20 11:45:41,R_1CkjMh9cOnk1HeC,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,Republican,,,,${e://Field/r_names_a},"The 2018 Trump tax cuts are important to our nation's prosperity. ",,,Okay,,,95,98,100,Very Satisfied,A great deal,,Extremely likely,,,I understand that this survey may not accurately represent candidates' positions or traits.,very nice,,control,"""I am personally against abortion, but the decision to restrict abortion should be made by state governments, not at the federal level""","I am personally against abortion, but the decision to restrict abortion should be made by state governments, not at the federal level","Climate change is a problem, but should be solved by working with businesses—not wrecking the economy.","Climate change is a problem, but should be solved by working with businesses—not wrecking the economy.",The Green New Deal goes too far. We should work with business leaders to find more realistic solutions to climate change.,Married,Married,The Green New Deal goes too far. We should work with business leaders to find more realistic solutions to climate change.,More research should be done on the effects of marijuana. It is too early to legalize recreational marijuana without more study.,Marijuana prohibition has gone on for too long. Recreational marijuana should be made legal immediately.,Police perform a vital function in our society. We must ensure they are well funded and given the freedom to do their jobs effectively.,Police perform a vital function in our society. We must ensure they are well funded and given the freedom to do their jobs effectively.,Too many innocent people have been killed by police. The only way to solve this is by cutting funding for departments and stripping officers of military-grade weapons.,Police perform a vital function in our society. We should invest more money in police departments to provide additional training and less-lethal equipment to officers.,Doctor,High School Teacher,Nabilah Islam,Cindy Banyai,Dane Eagle,Zachary Kennemore,"The 2018 Trump tax cuts should be repealed, and taxes on the wealthiest Americans increased to 2016 levels.",The 2018 Trump tax cuts are important to our nation's prosperity. They should be protected.,The Trump tax cuts were a good start but do not go far enough. We should cut taxes for Americans even further.,"The 2018 Trump tax cuts should be repealed, and taxes on the wealthiest Americans increased to 2016 levels.",Republican
2021-08-20 11:43:45,2021-08-20 11:45:41,IP Address,172.115.205.65,100,116,True,2021-08-20 11:45:42,R_PzA66Tm9ltB7FeN,,,,,34.12109375,-117.4362030029296875,anonymous,EN,Republican,,,,${e://Field/r_names_a}," The Trump tax cuts were a good start but do not go far enough.",,,Okay,,,94,99,95,Very Satisfied,A lot,,Extremely likely,,,I understand that this survey may not accurately represent candidates' positions or traits.,good survey,,control,"""Unborn lives must be protected. Roe v. Wade should be overturned and abortion prohibited at the federal level.""",Unborn lives must be protected. Roe v. Wade should be overturned and abortion prohibited at the federal level.,Concerns about climate change are overblown. The earth's temperature has always been changing. We should not damage our economy to fix a problem that doesn't exist.,"Climate change is a problem, but should be solved by working with businesses—not wrecking the economy.",The Green New Deal will create jobs and protect the environment. We should pass it immediately.,Married,Unmarried,The Green New Deal will create jobs and protect the environment. We should pass it immediately.,Marijuana prohibition has gone on for too long. Recreational marijuana should be made legal immediately.,More research should be done on the effects of marijuana. It is too early to legalize recreational marijuana without more study.,Police are the only thing standing between our communities and chaos. We must keep law enforcement strong.,Police are the only thing standing between our communities and chaos. We must keep law enforcement strong.,Police perform a vital function in our society. We should invest more money in police departments to provide additional training and less-lethal equipment to officers.,Police perform a vital function in our society. We should invest more money in police departments to provide additional training and less-lethal equipment to officers.,Community Organizer,High School Teacher,John Eaves,Chivona Newsome,Steven Everly,Thomas W. Brown Jr.,"The 2018 Trump tax cuts should be repealed, and taxes on the wealthiest Americans increased to 2016 levels.",The 2018 Trump tax cuts are important to our nation's prosperity. They should be protected.,The Trump tax cuts were a good start but do not go far enough. We should cut taxes for Americans even further.,"The 2018 Trump tax cuts should be repealed, and taxes on the wealthiest Americans increased to 2016 levels.",Republican
2021-08-20 11:41:24,2021-08-20 11:45:42,IP Address,196.17.66.241,100,258,True,2021-08-20 11:45:43,R_3Gk5z7BewZPTOFt,,,,,34.0543975830078125,-118.2440032958984375,anonymous,EN,Republican,,,,${e://Field/r_names_a},good candidate,,,,,I understand. My candidate won their primary.,60,81,91,Somewhat Satisfied,A moderate amount,,Somewhat likely,,,I understand that this survey may not accurately represent candidates' positions or traits.,nice,,treatment_win,"""Unborn lives must be protected. Roe v. Wade should be overturned and abortion prohibited at the federal level.""",Unborn lives must be protected. Roe v. Wade should be overturned and abortion prohibited at the federal level.,Concerns about climate change are overblown. The earth's temperature has always been changing. We should not damage our economy to fix a problem that doesn't exist.,"Climate change is a problem, but should be solved by working with businesses—not wrecking the economy.",The Green New Deal goes too far. We should work with business leaders to find more realistic solutions to climate change.,Unmarried,Unmarried,The Green New Deal goes too far. We should work with business leaders to find more realistic solutions to climate change.,More research should be done on the effects of marijuana. It is too early to legalize recreational marijuana without more study.,Marijuana prohibition has gone on for too long. Recreational marijuana should be made legal immediately.,Police are the only thing standing between our communities and chaos. We must keep law enforcement strong.,Police perform a vital function in our society. We must ensure they are well funded and given the freedom to do their jobs effectively.,Police perform a vital function in our society. We should invest more money in police departments to provide additional training and less-lethal equipment to officers.,Police perform a vital function in our society. We should invest more money in police departments to provide additional training and less-lethal equipment to officers.,Small Business Owner,High School Teacher,Rita Hart,Phyllis Harvey-Hall,Thomas Kedley,Robert T. Schilling,"The 2018 Trump tax cuts should be repealed, and taxes on the wealthiest Americans increased to 2016 levels.",The 2018 Trump tax cuts are important to our nation's prosperity. They should be protected.,The Trump tax cuts were a good start but do not go far enough. We should cut taxes for Americans even further.,"The 2018 Trump tax cuts should be repealed, and taxes on the wealthiest Americans increased to 2016 levels.",Republican
2021-08-20 11:40:32,2021-08-20 11:45:44,IP Address,208.221.39.54,100,312,True,2021-08-20 11:45:45,R_2zeTUBn7B0ojPSz,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,Democrat,,${e://Field/d_names_a},experience,,,,I understand. My candidate won their primary.,,,,87,66,66,Somewhat Satisfied,A lot,,,,Somewhat likely,I understand that this survey may not accurately represent candidates' positions or traits.,nothing,,treatment_win,"""I am personally against abortion, but the decision to restrict abortion should be made by state governments, not at the federal level""",Unborn lives must be protected. Roe v. Wade should be overturned and abortion prohibited at the federal level.,Concerns about climate change are overblown. The earth's temperature has always been changing. We should not damage our economy to fix a problem that doesn't exist.,Concerns about climate change are overblown. The earth's temperature has always been changing. We should not damage our economy to fix a problem that doesn't exist.,The Green New Deal will create jobs and protect the environment. We should pass it immediately.,Unmarried,Married,The Green New Deal goes too far. We should work with business leaders to find more realistic solutions to climate change.,More research should be done on the effects of marijuana. It is too early to legalize recreational marijuana without more study.,Marijuana prohibition has gone on for too long. Recreational marijuana should be made legal immediately.,Police perform a vital function in our society. We must ensure they are well funded and given the freedom to do their jobs effectively.,Police perform a vital function in our society. We must ensure they are well funded and given the freedom to do their jobs effectively.,Police perform a vital function in our society. We should invest more money in police departments to provide additional training and less-lethal equipment to officers.,Police perform a vital function in our society. We should invest more money in police departments to provide additional training and less-lethal equipment to officers.,Lawyer,Lawyer,Marlene Tapper,Rashid Malik,Terri Hasdorff,Tim Borchardt,"We must repeal the Trump tax cuts, but that alone isn't enough. Taxes on wealthy individuals should be raised higher than 2016 levels and tax loopholes should be closed.",The 2018 Trump tax cuts are important to our nation's prosperity. They should be protected.,The 2018 Trump tax cuts are important to our nation's prosperity. They should be protected.,"The 2018 Trump tax cuts should be repealed, and taxes on the wealthiest Americans increased to 2016 levels.",Democrat
2021-08-20 11:40:59,2021-08-20 11:45:45,IP Address,18.117.248.184,100,286,True,2021-08-20 11:45:46,R_cNJc53XZgT0p5ap,,,,,39.962493896484375,-83.006103515625,anonymous,EN,Democrat,,${e://Field/d_names_a},they like this best,,,,,Okay,,,85,57,72,Somewhat Satisfied,A great deal,,,,Somewhat likely,I understand that this survey may not accurately represent candidates' positions or traits.,,,control,"""Unborn lives must be protected. Roe v. Wade should be overturned and abortion prohibited at the federal level.""",Unborn lives must be protected. Roe v. Wade should be overturned and abortion prohibited at the federal level.,"Climate change is a problem, but should be solved by working with businesses—not wrecking the economy.","Climate change is a problem, but should be solved by working with businesses—not wrecking the economy.",The Green New Deal goes too far. We should work with business leaders to find more realistic solutions to climate change.,Married,Married,The Green New Deal goes too far. We should work with business leaders to find more realistic solutions to climate change.,More research should be done on the effects of marijuana. It is too early to legalize recreational marijuana without more study.,More research should be done on the effects of marijuana. It is too early to legalize recreational marijuana without more study.,Police perform a vital function in our society. We must ensure they are well funded and given the freedom to do their jobs effectively.,Police perform a vital function in our society. We must ensure they are well funded and given the freedom to do their jobs effectively.,Police perform a vital function in our society. We should invest more money in police departments to provide additional training and less-lethal equipment to officers.,Police perform a vital function in our society. We should invest more money in police departments to provide additional training and less-lethal equipment to officers.,Entrepeneur,Lawyer,Monika Johnson-Hostler,Zarah Karinshak,Mark Lynne Homrich,Mariannette Miller-Meeks,"We must repeal the Trump tax cuts, but that alone isn't enough. Taxes on wealthy individuals should be raised higher than 2016 levels and tax loopholes should be closed.",The 2018 Trump tax cuts are important to our nation's prosperity. They should be protected.,The 2018 Trump tax cuts are important to our nation's prosperity. They should be protected.,"The 2018 Trump tax cuts should be repealed, and taxes on the wealthiest Americans increased to 2016 levels.",Democrat
2021-08-20 11:43:52,2021-08-20 11:45:45,IP Address,69.23.116.79,100,113,True,2021-08-20 11:45:46,R_3mkpxXLk9sSnV0J,,,,,38.9687042236328125,-94.56960296630859375,anonymous,EN,Republican,,,,${e://Field/r_names_a},GOOD,,,,I understand. My candidate lost their primary.,,73,60,70,Very Satisfied,A great deal,Extremely likely,,,,I understand that this survey may not accurately represent candidates' positions or traits.,GOOD,,treatment_loss,"""Unborn lives must be protected. Roe v. Wade should be overturned and abortion prohibited at the federal level.""","I am personally against abortion, but the decision to restrict abortion should be made by state governments, not at the federal level","Climate change is a problem, but should be solved by working with businesses—not wrecking the economy.",Concerns about climate change are overblown. The earth's temperature has always been changing. We should not damage our economy to fix a problem that doesn't exist.,The Green New Deal goes too far. We should work with business leaders to find more realistic solutions to climate change.,Unmarried,Married,The Green New Deal goes too far. We should work with business leaders to find more realistic solutions to climate change.,More research should be done on the effects of marijuana. It is too early to legalize recreational marijuana without more study.,More research should be done on the effects of marijuana. It is too early to legalize recreational marijuana without more study.,Police are the only thing standing between our communities and chaos. We must keep law enforcement strong.,Police perform a vital function in our society. We must ensure they are well funded and given the freedom to do their jobs effectively.,Police perform a vital function in our society. We should invest more money in police departments to provide additional training and less-lethal equipment to officers.,Police perform a vital function in our society. We should invest more money in police departments to provide additional training and less-lethal equipment to officers.,Small Business Owner,Lawyer,Nathan Mathis,Michael Blake,Lisa Babbage,Byron Donalds,"We must repeal the Trump tax cuts, but that alone isn't enough. Taxes on wealthy individuals should be raised higher than 2016 levels and tax loopholes should be closed.",The Trump tax cuts were a good start but do not go far enough. We should cut taxes for Americans even further.,The Trump tax cuts were a good start but do not go far enough. We should cut taxes for Americans even further.,"We must repeal the Trump tax cuts, but that alone isn't enough. Taxes on wealthy individuals should be raised higher than 2016 levels and tax loopholes should be closed.",Republican
2021-08-20 11:44:23,2021-08-20 11:45:52,IP Address,181.215.185.37,100,89,True,2021-08-20 11:45:53,R_2EFXjwHr3l3QEgj,,,,,39.048095703125,-77.47280120849609375,anonymous,EN,Republican,,,,${e://Field/r_names_a},American,,,,I understand. My candidate lost their primary.,,51,51,54,Somewhat Satisfied,A lot,Extremely likely,,,,I understand that this survey may not accurately represent candidates' positions or traits.,,,treatment_loss,"""I am personally against abortion, but the decision to restrict abortion should be made by state governments, not at the federal level""","I am personally against abortion, but the decision to restrict abortion should be made by state governments, not at the federal level","Climate change is a problem, but should be solved by working with businesses—not wrecking the economy.","Climate change is a problem, but should be solved by working with businesses—not wrecking the economy.",The Green New Deal goes too far. We should work with business leaders to find more realistic solutions to climate change.,Unmarried,Married,The Green New Deal goes too far. We should work with business leaders to find more realistic solutions to climate change.,More research should be done on the effects of marijuana. It is too early to legalize recreational marijuana without more study.,More research should be done on the effects of marijuana. It is too early to legalize recreational marijuana without more study.,Police perform a vital function in our society. We must ensure they are well funded and given the freedom to do their jobs effectively.,Police are the only thing standing between our communities and chaos. We must keep law enforcement strong.,Too many innocent people have been killed by police. The only way to solve this is by cutting funding for departments and stripping officers of military-grade weapons.,Police perform a vital function in our society. We should invest more money in police departments to provide additional training and less-lethal equipment to officers.,Doctor,Doctor,Ydanis Rodriguez,Joseph Kane Baker,Randy Henderson,Jessica Taylor,"The 2018 Trump tax cuts should be repealed, and taxes on the wealthiest Americans increased to 2016 levels.",The Trump tax cuts were a good start but do not go far enough. We should cut taxes for Americans even further.,The Trump tax cuts were a good start but do not go far enough. We should cut taxes for Americans even further.,"The 2018 Trump tax cuts should be repealed, and taxes on the wealthiest Americans increased to 2016 levels.",Republican
2021-08-20 11:43:56,2021-08-20 11:45:57,IP Address,98.7.100.65,100,120,True,2021-08-20 11:45:57,R_1qam54RzhzMwk1f,,,,,40.763702392578125,-73.769500732421875,anonymous,EN,Democrat,,${e://Field/d_names_b},because he was entrepeneur,,,I understand. My candidate lost their primary.,,,,,83,42,46,Somewhat Satisfied,A lot,,,Somewhat likely,,I understand that this survey may not accurately represent candidates' positions or traits.,no comments,,treatment_loss,"""I am personally against abortion, but the decision to restrict abortion should be made by state governments, not at the federal level""",Unborn lives must be protected. Roe v. Wade should be overturned and abortion prohibited at the federal level.,Concerns about climate change are overblown. The earth's temperature has always been changing. We should not damage our economy to fix a problem that doesn't exist.,Concerns about climate change are overblown. The earth's temperature has always been changing. We should not damage our economy to fix a problem that doesn't exist.,The Green New Deal will create jobs and protect the environment. We should pass it immediately.,Married,Married,The Green New Deal will create jobs and protect the environment. We should pass it immediately.,More research should be done on the effects of marijuana. It is too early to legalize recreational marijuana without more study.,Marijuana prohibition has gone on for too long. Recreational marijuana should be made legal immediately.,Police perform a vital function in our society. We must ensure they are well funded and given the freedom to do their jobs effectively.,Police perform a vital function in our society. We must ensure they are well funded and given the freedom to do their jobs effectively.,Too many innocent people have been killed by police. The only way to solve this is by cutting funding for departments and stripping officers of military-grade weapons.,Too many innocent people have been killed by police. The only way to solve this is by cutting funding for departments and stripping officers of military-grade weapons.,Doctor,Entrepeneur,Carolyn Bourdeax,Andrew Terrell,Lisa Babbage,Tim Borchardt,"The 2018 Trump tax cuts should be repealed, and taxes on the wealthiest Americans increased to 2016 levels.",The 2018 Trump tax cuts are important to our nation's prosperity. They should be protected.,The 2018 Trump tax cuts are important to our nation's prosperity. They should be protected.,"We must repeal the Trump tax cuts, but that alone isn't enough. Taxes on wealthy individuals should be raised higher than 2016 levels and tax loopholes should be closed.",Democrat
2021-08-20 11:44:13,2021-08-20 11:45:58,IP Address,24.243.234.250,100,104,True,2021-08-20 11:45:58,R_39tQAI0FGqH2fsd,,,,,31.1992950439453125,-97.93039703369140625,anonymous,EN,Independent,Neither Republican or Democrat,,,,,,,,,,46,45,52,Neither Satisfied nor Dissatisfied,A little,,,,,I understand that this survey may not accurately represent candidates' positions or traits.,,,treatment_win,"""Unborn lives must be protected. Roe v. Wade should be overturned and abortion prohibited at the federal level.""",Unborn lives must be protected. Roe v. Wade should be overturned and abortion prohibited at the federal level.,Concerns about climate change are overblown. The earth's temperature has always been changing. We should not damage our economy to fix a problem that doesn't exist.,"Climate change is a problem, but should be solved by working with businesses—not wrecking the economy.",The Green New Deal goes too far. We should work with business leaders to find more realistic solutions to climate change.,Married,Unmarried,The Green New Deal will create jobs and protect the environment. We should pass it immediately.,Marijuana prohibition has gone on for too long. Recreational marijuana should be made legal immediately.,More research should be done on the effects of marijuana. It is too early to legalize recreational marijuana without more study.,Police are the only thing standing between our communities and chaos. We must keep law enforcement strong.,Police perform a vital function in our society. We must ensure they are well funded and given the freedom to do their jobs effectively.,Police perform a vital function in our society. We should invest more money in police departments to provide additional training and less-lethal equipment to officers.,Police perform a vital function in our society. We should invest more money in police departments to provide additional training and less-lethal equipment to officers.,Entrepeneur,Community Organizer,Veronica Tessler,Chivona Newsome,Steven Everly,Jessica Taylor,"We must repeal the Trump tax cuts, but that alone isn't enough. Taxes on wealthy individuals should be raised higher than 2016 levels and tax loopholes should be closed.",The 2018 Trump tax cuts are important to our nation's prosperity. They should be protected.,The Trump tax cuts were a good start but do not go far enough. We should cut taxes for Americans even further.,"We must repeal the Trump tax cuts, but that alone isn't enough. Taxes on wealthy individuals should be raised higher than 2016 levels and tax loopholes should be closed.",
2021-08-20 11:43:50,2021-08-20 11:45:59,IP Address,70.121.95.46,100,129,True,2021-08-20 11:46:00,R_1ghkI84hHlTRzdt,,,,,30.5045013427734375,-97.82089996337890625,anonymous,EN,Democrat,,${e://Field/d_names_b},much more policies,,,,,Okay,,,84,9,62,Very Satisfied,A great deal,,,,Extremely likely,I understand that this survey may not accurately represent candidates' positions or traits.,good,,control,"""I am personally against abortion, but the decision to restrict abortion should be made by state governments, not at the federal level""","I am personally against abortion, but the decision to restrict abortion should be made by state governments, not at the federal level",Concerns about climate change are overblown. The earth's temperature has always been changing. We should not damage our economy to fix a problem that doesn't exist.,Concerns about climate change are overblown. The earth's temperature has always been changing. We should not damage our economy to fix a problem that doesn't exist.,The Green New Deal will create jobs and protect the environment. We should pass it immediately.,Married,Unmarried,The Green New Deal goes too far. We should work with business leaders to find more realistic solutions to climate change.,More research should be done on the effects of marijuana. It is too early to legalize recreational marijuana without more study.,More research should be done on the effects of marijuana. It is too early to legalize recreational marijuana without more study.,Police are the only thing standing between our communities and chaos. We must keep law enforcement strong.,Police are the only thing standing between our communities and chaos. We must keep law enforcement strong.,Too many innocent people have been killed by police. The only way to solve this is by cutting funding for departments and stripping officers of military-grade weapons.,Too many innocent people have been killed by police. The only way to solve this is by cutting funding for departments and stripping officers of military-grade weapons.,Small Business Owner,Lawyer,Tomas Ramos,Ollie Nelson,Barry Moore,Mark Gonsalves,"We must repeal the Trump tax cuts, but that alone isn't enough. Taxes on wealthy individuals should be raised higher than 2016 levels and tax loopholes should be closed.",The Trump tax cuts were a good start but do not go far enough. We should cut taxes for Americans even further.,The Trump tax cuts were a good start but do not go far enough. We should cut taxes for Americans even further.,"The 2018 Trump tax cuts should be repealed, and taxes on the wealthiest Americans increased to 2016 levels.",Democrat
2021-08-20 11:44:27,2021-08-20 11:46:00,IP Address,67.190.56.186,100,92,True,2021-08-20 11:46:00,R_2SrwuDLlfmif3VJ,,,,,39.62530517578125,-104.7863006591796875,anonymous,EN,Democrat,,${e://Field/d_names_a},Based upon own analysis,,,,,Okay,,,67,85,76,Somewhat Satisfied,A great deal,,,,Somewhat likely,Decline to answer.,No comments,,control,"""I am personally against abortion, but the decision to restrict abortion should be made by state governments, not at the federal level""",Unborn lives must be protected. Roe v. Wade should be overturned and abortion prohibited at the federal level.,"Climate change is a problem, but should be solved by working with businesses—not wrecking the economy.",Concerns about climate change are overblown. The earth's temperature has always been changing. We should not damage our economy to fix a problem that doesn't exist.,The Green New Deal goes too far. We should work with business leaders to find more realistic solutions to climate change.,Unmarried,Unmarried,The Green New Deal will create jobs and protect the environment. We should pass it immediately.,Marijuana prohibition has gone on for too long. Recreational marijuana should be made legal immediately.,Marijuana prohibition has gone on for too long. Recreational marijuana should be made legal immediately.,Police are the only thing standing between our communities and chaos. We must keep law enforcement strong.,Police are the only thing standing between our communities and chaos. We must keep law enforcement strong.,Too many innocent people have been killed by police. The only way to solve this is by cutting funding for departments and stripping officers of military-grade weapons.,Too many innocent people have been killed by police. The only way to solve this is by cutting funding for departments and stripping officers of military-grade weapons.,Doctor,Lawyer,Andrew Terrell,Andrew Terrell,Troy King,Jessica Taylor,"The 2018 Trump tax cuts should be repealed, and taxes on the wealthiest Americans increased to 2016 levels.",The Trump tax cuts were a good start but do not go far enough. We should cut taxes for Americans even further.,The Trump tax cuts were a good start but do not go far enough. We should cut taxes for Americans even further.,"The 2018 Trump tax cuts should be repealed, and taxes on the wealthiest Americans increased to 2016 levels.",Democrat
2021-08-20 11:42:34,2021-08-20 11:46:05,IP Address,50.114.84.156,100,211,True,2021-08-20 11:46:06,R_2SviWRLFSYBeOpP,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,Democrat,,${e://Field/d_names_a},Because he is helping mind,,,,,Okay,,,84,69,64,Very Satisfied,A great deal,,,,Somewhat likely,I understand that this survey may not accurately represent candidates' positions or traits.,Nice,,control,"""Unborn lives must be protected. Roe v. Wade should be overturned and abortion prohibited at the federal level.""","I am personally against abortion, but the decision to restrict abortion should be made by state governments, not at the federal level",Concerns about climate change are overblown. The earth's temperature has always been changing. We should not damage our economy to fix a problem that doesn't exist.,Concerns about climate change are overblown. The earth's temperature has always been changing. We should not damage our economy to fix a problem that doesn't exist.,The Green New Deal will create jobs and protect the environment. We should pass it immediately.,Unmarried,Married,The Green New Deal will create jobs and protect the environment. We should pass it immediately.,More research should be done on the effects of marijuana. It is too early to legalize recreational marijuana without more study.,More research should be done on the effects of marijuana. It is too early to legalize recreational marijuana without more study.,Police are the only thing standing between our communities and chaos. We must keep law enforcement strong.,Police perform a vital function in our society. We must ensure they are well funded and given the freedom to do their jobs effectively.,Police perform a vital function in our society. We should invest more money in police departments to provide additional training and less-lethal equipment to officers.,Too many innocent people have been killed by police. The only way to solve this is by cutting funding for departments and stripping officers of military-grade weapons.,Entrepeneur,High School Teacher,Tomas Ramos,Samelys Lopez,Ricky Lee Phillips,Zachary Kennemore,"We must repeal the Trump tax cuts, but that alone isn't enough. Taxes on wealthy individuals should be raised higher than 2016 levels and tax loopholes should be closed.",The Trump tax cuts were a good start but do not go far enough. We should cut taxes for Americans even further.,The Trump tax cuts were a good start but do not go far enough. We should cut taxes for Americans even further.,"We must repeal the Trump tax cuts, but that alone isn't enough. Taxes on wealthy individuals should be raised higher than 2016 levels and tax loopholes should be closed.",Democrat
